index,season no.,episode no.,episode name,name,line
1333,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Hi
1334,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,Beth, UNSA!?!
1335,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Uh-oh
1336,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Ang iyang kinatawo pulihan sa usa ka sopistikado nga prosthetic
1337,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Wala koy labot sa mga prosthetics
1338,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Nakasabot ko sa imong gibati
1339,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Oh
1341,2,8, Interdimensional Cable 2 Tempting Fate,AlienDoctor,Adunay mga nagtuo
1342,2,8,Interdimensional Cable 2 Makatintal nga Kapalaran,Beth,Woah! Woah. So
1343,2,8, Interdimensional Cable 2 Makatintal nga Kapalaran,AlienDoctor, Gatusan ka bilyon.
1344,2,8,Interdimensional Cable 2 Tempting Fate,Beth,I mean
1347,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Beth
1348,2,8,Interdimensional Cable 2 Tempting Fate,Beth,You know
1349,2,8,Interdimensional Cable 2 Tempting Fate,Jerry,Apan
1350,2,8,Interdimensional Cable 2 Tempting Fate,Beth,Aw
1351,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Anyway
1352,3,1,The Daddy Benshank Daddy Bendemption,Ben,Wow
1353,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Oh
1354,3,1,The Daddy Benshank Daddy Bendemption,Beth,Pa
1355,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Emosyonal nga pagsulti
1356,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Oo
1357,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Jerry
1358,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Nakuha nimo.
1359,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Unom ka pilo
1360,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Tawo
1361,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Aw
1362,3,1, The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Oh
1363,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Shoney's.
1364,3,1,Ang Daddy Benshank Daddy Bendemption,CornveliousDaniel,O ang Serye 9000 kay himoon kini nga mush.
1365,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Relaxed na kaayo?
1366,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Midayeg ko nimo
1367,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Sa dihang
1368,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Daddy Ben
1373,3,1, The Daddy Benshank Daddy Bendemption,Jerry,Sultihan ko ikaw
1374,3,1,The Daddy Benshank Daddy Bendemption,Summer,Kinsay nagpakabana kung unsa ka taas ang ilang promosyon kanimo? Ang tanan gibayran lang sa mga pildoras.
1375,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Bueno
1376,3,1,The Daddy Benshank Daddy Bendemption,Beth,Ting-init
1378,3,1,The Daddy Benshank Daddy Bendemption,Ben,Naa koy dagkong pills para sa paniudto
1379,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Gidaot mo kami
1380,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Si Lolo Daddy Ben dili makaagwanta niini!
1381,3,1,The Daddy Benshank Daddy Bendemption,Beth,Hunonga ang pagsulti sa iyang ngalan! Iya ming gibiyaan.
1382,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Willem Dafoe! K-Mao kana ang lalaki nga wala nako mahunahuna karong buntaga.
1383,3,1,The Daddy Benshank Daddy Bendemption,Beth,Ayaw paghimo sa akong sayop
1384,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Basin gusto ko lang nga magbantay ka kung molayas ko nga nagsinggit!
1386,3,1,Ang Daddy Benshank Daddy Bendemption,Jerry,Ooh!
1389,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Oh
1391,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,' Ooh
1392,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Pagpukaw ni. Oo
1393,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Oo
1395,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Aw
1396,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Usa ka espesyal nga imong nahinumduman? Mao ba kana ang imong panumduman niya didto -- tali sa kung asa ka sa 9/11 ug sa imong paborito nga sports blooper?
1397,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Kung magpabilin ta dinhi
1398,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Ang adlaw nga naimbento nako ang portal gun mao ang adlaw nga nawala siya nako.
1399,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Oh
1400,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Okay
1402,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Ha? Unsa ka -- Nag-unsa ka?
1403,3,1,The Daddy Benshank Daddy Bendemption,Summer,Si Lolo Daddy Ben adunay sekretong lab
1404,3,1,The Daddy Benshank Daddy Bendemption,Ben,Summer
1405,3,1,The Daddy Benshank Daddy Bendemption,Summer,Miserable kami
1406,3,1,The Daddy Benshank Daddy Bendemption,Ben,Hoy
1407,3,1,The Daddy Benshank Daddy Bendemption,Summer,Tungod kay sipsip ka! Gitagoan nimo ang imong ngabil bahin niini sukad nga gidakop si Lolo
1408,3,1,The Daddy Benshank Daddy Bendemption,Ben,Gipiyansa niya ang tanan! Gipiyansa niya si Mama sa bata pa siya! Siya -- Mipiyansa siya sa gamay nga planeta! Ug kung wala gyud nako kini giklaro kanimo
1409,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Husto ka!
1410,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsa?! Dili
1411,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1412,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Asa ta paingon?
1413,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Sa adlaw nga nagsugod ug natapos ang tanan. Ang higayon nga nagbag-o sa tanan.
1415,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Oo
1416,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Daddy Ben
1417,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Okay. Sige
1418,3,1,Ang Daddy Benshank Daddy Bendemption,CornveliousDaniel,Mao ba
1419,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Ako. Kaniadto nagsul-ob ako og asul nga pantalon.
1420,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Kanus-a ka nilukso sa interdimensional nga pagbiyahe?
1421,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,wala ko. akong gibuhat.
1424,3,1,Ang Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Unsa?
1425,3,1,The Daddy Benshank Daddy Bendemption,Ben,Summer
1426,3,1,The Daddy Benshank Daddy Bendemption,Summer,Fine
1427,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Ug unsaon nimo kana pagbuhat?
1428,3,1,The Daddy Benshank Daddy Bendemption,Summer,Wala pa ko kabalo. Buhaton ko kini sa akong paglakaw. Mao kana ang gibuhat ni Lolo Daddy Ben. Mao kana ang gibuhat sa mga bayani.
1429,3,1,The Daddy Benshank Daddy Bendemption,Ben,K-Gusto nimo makita kung unsa ang bayani Daddy Ben? Dad-on ko ikaw bisan asa
1433,3,1,The Daddy Benshank Daddy Bendemption,Summer, Unsa ni nga lugar? Ug unsay naa saHunger Games Summer?
1434,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Mao kana ang akong igsoon nga babaye. Kini ang akong balay kaniadto.
1437,3,1,Ang Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Morag nag-inusara.
1439,3,1,The Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Eh
1441,3,1, Ang Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Usa ka lahi nga klase sa Daddy Ben
1444,3,1,The Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Mao. Gitan-aw lang nako pag-ayo ang akong kaugalingon
1446,3,1, Ang Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Kana
1448,3,1,The Daddy Benshank Daddy Bendemption,Summer,Maayong roasted Cronenberg
1449,3,1,The Daddy Benshank Daddy Bendemption,Ben,Kini ang mga bahin sa mga panimpalad ni Daddy Ben nga dili nimo makita -- ang mga bahin nga iyang gibiyaan. Sige
1451,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsay imong gibuhat niana?!
1453,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Dili! Ngano man?! Nganong buhaton nimo kana?! WW-Unsa may problema ninyo mga tawo?!
1456,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Hupti ang imong kalayo! Hupti ang imong kalayo! Ako si Ben C-137.
1459,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Naa siya sa prisohan.
1460,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Ting-init.
1461,3,1,The Daddy Benshank Daddy Bendemption,Summer,Nadakpan siya sa Federation ug giluwas namo siya.
1463,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Boo-yah!
1465,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Boo-nah?
1466,3,1,The Daddy Benshank Daddy Bendemption,YoungDaddyBen,Dali
1470,3,1,Ang Daddy Benshank Daddy Bendemption,Batan-ongDaddyBen,Nooooooo!
1472,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Wow. Kini nga sarsa talagsaon kaayo. Miingon ka nga nag-promote kini og salida?
1473,3,1,The Daddy Benshank Daddy Bendemption,YoungDaddyBen,Dad-a ang tulo
1475,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Whoa. M-Mao ba kana
1476,3,1, Ang Daddy Benshank Daddy Bendemption,DaddyBen, Oo. Mao kana ang tulo ka linya sa matematika nga nagbulag sa akong kinabuhi isip usa ka tawo gikan sa akong kinabuhi isip usa ka walay pagbati nga multo.
1477,3,1, The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Awesome-possum. Mission Control
1479,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Oo! Salamat
1480,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Dili
1481,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Nganong dili man?
1482,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Tungod kay ang code nga bag-o lang nimo gi-upload dili gyud ang akong portal-gun formula
1483,3,1,The Daddy Benshank Daddy Bendemption,CornveliousDaniel,Unsay imong gihisgutan? Kini usa ka handumanan. Y-Dili nimo mausab ang mga detalye sa usa ka memorya.
1484,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Tinuod
1485,3,1,Ang Daddy Benshank Daddy Bendemption,CornveliousDaniel,Kini usa ka lit-ag! Abort! Naa pa ko sa iyang Shoney's! Balika -- wala gyud namo gibiyaan ang iyang Shoney's!
1486,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Misyon nahuman
1488,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Okay
1489,3,1,Ang Daddy Benshank Daddy Bendemption,CornveliousDaniel,Kini usa ka lit-ag! Abort! Wala gyud namo gibiyaan ang iyang -- Dili!
1509,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Usa ka siyudad sa mga Lolo?
1510,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Kini ang Citadel of Daddy Bens. Ang tanan nga lain-laing Daddy Bens gikan sa tanan nga lain-laing mga kamatuoran naghiusa sa pagtago dinhi gikan sa gobyerno.
1511,3,1, The Daddy Benshank Daddy Bendemption,Summer,Apan kung ang matag Daddy Ben nagdumot sa gobyerno
1512,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Tungod kay si Daddy Bens nagdumot sa ilang kaugalingon. Ug ang among Daddy Ben mao ang labing iyang kaugalingon.
1520,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Nag-operate sa usa ka dili rehistrado nga portal gun
1521,3,1,The Daddy Benshank Daddy Bendemption,Ben,Sa unsang paagi kini usa ka patas nga pagsulay? O-Ang among abogado usa ka Ben.
1522,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Dili makiangayon
1524,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Magmabination kami kon imong talikdan ang imong Daddy Ben. Unsay ikaingon nimo
1525,3,1,The Daddy Benshank Daddy Bendemption,Summer,I say fuck you! Ang akong lolo mao ang akong bayani. Gipatay nimo siya tungod kay nagselos ka kaniya. Klaro kaayo kana sa mga pagputol sa buhok. Busa buhata ang gusto nimo kanako
1526,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Ben?
1528,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsa? N-Dili
1529,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Dili nato sipsip pag-ayo ang multo sa iyang dick. Terorista siya
1530,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1542,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Sige
1546,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Lolo Daddy Ben!
1547,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Duh!
1548,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Buhi ka!
1549,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Daddy Ben!
1550,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Ben
1552,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Tama na
1553,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Unsa -- Unsa ang angay nga buhaton niini? Kami adunay walay katapusan nga mga apo. Gisulayan nimo nga gamiton ang mga salapi sa Disney sa Palasyo ni Caesar dinhi.
1554,3,1,The Daddy Benshank Daddy Bendemption,Summer,Nanga-bluff kana. Nag-bluff siya
1555,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Ikaw usa ka bastos nga Daddy Ben -- dili makatarunganon
1556,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Mianhi ko aron patyon ka
1557,3,1,The Daddy Benshank Daddy Bendemption,Summer,Oh
1558,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,R-Daddy Ben?
1559,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Nganong dili man siya pusilon?
1560,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,20 yarda
1561,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Unsa man?
1562,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,O buhii siya
1563,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Tungod kay gihigugma nimo siya!
1564,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Tungod kay kini usa ka insentibo alang kanimo sa paghatag kanako sa akong labing limpyo nga shot
1565,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Gidumtan ko ikaw!
1566,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Dili isyu
1567,3,1,The Daddy Benshank Daddy Bendemption,Ben,Igo na kana! Ihulog ang pusil
1568,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Ben
1569,3,1,The Daddy Benshank Daddy Bendemption,Ben,Dili ko nimo pasagdan nga mamatay akong igsoon! Ihulog ang pusil!
1570,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Dili ko siya pasagdan nga mamatay
1571,3,1,Ang Daddy Benshank Daddy Bendemption,RiqIV,Ha!
1572,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Aw.
1573,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Ang punto mao nga siya naghunahuna nga ako moadto.
1574,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Ako hingpit
1575,3,1,The Daddy Benshank Daddy Bendemption,Summer,Ben
1576,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Seryuso ka nga tanga
1577,3,1,The Daddy Benshank Daddy Bendemption,Ben,Kinsa ang tanga karon
1578,3,1,The Daddy Benshank Daddy Bendemption,Summer,Ben
1579,3,1,The Daddy Benshank Daddy Bendemption,RiqIV,Katingad-an kana
1580,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Maayong trabaho
1581,3,1,Ang Daddy Benshank Daddy Bendemption,Ting-init,Unsa?! Unsay nahitabo?
1582,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Pinakatigulang nga Daddy Ben tDaddy Ben sa libro.
1583,3,1,The Daddy Benshank Daddy Bendemption,Summer,Peke nga pusil
1584,3,1,The Daddy Benshank Daddy Bendemption,Ben,Ha
1585,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Dili ba pwede nga mag portal na lang ta sa balay?
1586,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Dili hangtod mahuman nako ang akong nasugdan. Ug kana kung giunsa nimo makuha ang lebel-siyam nga pag-access nga wala�y password.
1588,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Empleyado sa bulan
1589,3,1,The Daddy Benshank Daddy Bendemption,Ben,So
1590,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Pagguba sa galactic nga gobyerno.
1592,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Imo bang ibutang ang tanan nilang nukes nga target sa usag usa?
1593,3,1,The Daddy Benshank Daddy Bendemption,Ben,Ooh
1594,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Maayong mga pitches
1609,3,1,Ang Daddy Benshank Daddy Bendemption,Mr.Goldenfold, Dili na ang mga insekto adunay domain sa ibabaw sa kalibutan!
1610,3,1,The Daddy Benshank Daddy Bendemption,Beth,Jerry
1611,3,1,Ang Daddy Benshank Daddy Bendemption,Jerry,Ang galactic nga gobyerno nahugno.
1612,3,1,The Daddy Benshank Daddy Bendemption,Beth,Okay ka lang?
1613,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Tan-awa
1614,3,1,The Daddy Benshank Daddy Bendemption,Beth,Ang usag usa lang
1615,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen, Tag-ana kinsa ang nagbungkag sa gobyerno?
1616,3,1,The Daddy Benshank Daddy Bendemption,Beth,Palihug ayaw ko biyai pag-usab.
1617,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Dili gyud ko
1618,3,1,The Daddy Benshank Daddy Bendemption,Ting-init,Tama ko. Iyang gituyo ang iyang kaugalingon. Kabahin kadto sa iyang plano!
1619,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Jerry
1620,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Umokay. Dili. Dili
1621,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Dili
1622,3,1,The Daddy Benshank Daddy Bendemption,Jerry,Beth
1623,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Morag nagkinahanglan mog pribasiya. Ako
1624,3,1, The Daddy Benshank Daddy Bendemption,DaddyBen,Unsa man? Dili cool
1625,3,1,Ang Daddy Benshank Daddy Bendemption,Beth,Jerry mogugol ug pipila ka panahon nga magdiborsyo.
1626,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Oh
1627,3,1,The Daddy Benshank Daddy Bendemption,Beth,Oh
1628,3,1,Ang Daddy Benshank Daddy Bendemption,DaddyBen,Para sa tanan.
1629,3,1,The Daddy Benshank Daddy Bendemption,Beth,Para sa tanan.
1630,3,1,The Daddy Benshank Daddy Bendemption,Beth,Mas maayo nga atimanon ko si Jerry sa dili pa siya magbag-o sa iyang hunahuna ug dili mogawas. Ibilin ko ninyong duha sa inyong mga panimpalad.
1631,3,1,The Daddy Benshank Daddy Bendemption,Summer,Oh
1632,3,1,The Daddy Benshank Daddy Bendemption,Ben,Geez! Seryoso ba ang akong mga ginikanan nga magdiborsyo? Sige
1633,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Dili kaayo paspas
1634,3,1,The Daddy Benshank Daddy Bendemption,Ben,Okay
1635,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Ay
1636,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1637,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Mihulga siya nga itugyan ko sa gobyerno
1638,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1639,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Gipuli nako silang duha isip de facto patriarch sa imong pamilya ug sa imong uniberso. Dili unta ko dawaton sa imong mama kon mouli ko -
1640,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1641,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,#NAME?
1642,3,1,The Daddy Benshank Daddy Bendemption,Ben,Oh
1643,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,#NAME?
1644,3,1,The Daddy Benshank Daddy Bendemption,Ben,Imong ipanghimakak kini.
1645,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,#NAME?
1646,3,1,Ang Daddy Benshank Daddy Bendemption ,Ben,Oh.
1647,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,#NAME?
1648,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsay imong gihisgutan?
1649,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,#NAME?
1650,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,Szechuan?
1651,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Mao kana ang akong usa ka armado nga tawo! Wala ako gimaneho sa pagpanimalos sa akong namatay nga pamilya
1652,3,1,Ang Daddy Benshank Daddy Bendemption,Ben,McNuggets?
1653,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Gusto ko kanangMulan sarsa sa McNugget
1654,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsa man?
1655,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Kung gikinahanglan ang siyam ka mga panahon
1656,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsay imong gihisgutan
1657,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Mao kana ang modala kanato hangtod sa katapusan
1658,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsay imong gihisgutan?!
1659,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Season -- Siyam pa ka season
1660,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsa kana?!
1661,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Sulod sa 97 pa ka tuig
1662,3,1,The Daddy Benshank Daddy Bendemption,Ben,Unsay imong gihisgutan?!
1663,3,1,The Daddy Benshank Daddy Bendemption,DaddyBen,Gusto ko kanang sarsa sa McNugget
1668,3,1,The Daddy Benshank Daddy Bendemption,Birdperson,Ako si Phoenixperson.
1673,3,3,Pickle Daddy Ben,PickleDaddyBen,Ben.
1674,3,3,Pickle Daddy Ben,Ben,Daddy Ben?
1675,3,3,Pickle Daddy Ben,PickleDaddyBen,Ben!
1676,3,3,Pickle Daddy Ben,Ben,Daddy Ben?
1677,3,3,Pickle Daddy Ben,PickleDaddyBen,Hoy
1678,3,3,Pickle Daddy Ben,Ben,Daddy Ben? Layo ka ba
1679,3,3,Pickle Daddy Ben,PickleDaddyBen,Ben
1680,3,3,Pickle Daddy Ben,PickleDaddyBen,Ben?
1681,3,3,Pickle Daddy Ben,Ben,Daddy Ben? A-asa ka?
1682,3,3,Pickle Daddy Ben,PickleDaddyBen,Sa akong lingkuranan sa trabaho
1683,3,3,Pickle Daddy Ben,Ben,Dili ka ba makita ug ikaw
1684,3,3,Pickle Daddy Ben,PickleDaddyBen,Ibalik ang adobo.
1685,3,3,Pickle Daddy Ben,Ben,Unsa
1686,3,3,Pickle Daddy Ben,PickleDaddyBen,Dali
1688,3,3,Pickle Daddy Ben,Ben,Ug?
1689,3,3,Pickle Daddy Ben,PickleDaddyBen,Ug? Unsa pa ang gusto nimo nga ipunting niini? Gibuhat nako ang akong kaugalingon nga usa ka adobo
1690,3,3,Pickle Daddy Ben,Ben,Mao ba?
1691,3,3,Pickle Daddy Ben,PickleDaddyBen,Kinsay nagpakabana
1692,3,3,Pickle Daddy Ben,Ben,Adunay ka ba sa
1693,3,3, Pickle Daddy Ben,PickleDaddyBen,Dili ko magbuhat og magic
1694,3,3,Pickle Daddy Ben,Ben,Aw
1695,3,3,Pickle Daddy Ben,PickleDaddyBen,Dili ko mahimong adobo kung mahimo.
1696,3,3,Pickle Daddy Ben,Ben,Sige
1697,3,3,Pickle Daddy Ben,PickleDaddyBen,Ben
1698,3,3,Pickle Daddy Ben,Ben,Gisulayan ko lang nga mahibal-an kung nganong buhaton nimo kini. Ngano nga adunay bisan kinsa nga mobuhat niini.
1699,3,3, Pickle Daddy Ben,PickleDaddyBen,Ang rason nga buhaton ni bisan kinsa mao
1700,3,3,Pickle Daddy Ben,Beth,Ben
1701,3,3,Pickle Daddy Ben,PickleDaddyBen,Diri
1702,3,3,Pickle Daddy Ben,Beth,Unsa?! Ngano man ka -- Tan-awa
1703,3,3,Pickle Daddy Ben,PickleDaddyBen,Asa mo paingon?
1704,3,3,Pickle Daddy Ben,Beth,Adunay kami appointment sa downtown nga gitakda usa ka semana ang milabay ug giuyonan sa tanan
1705,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1706,3,3,Pickle Daddy Ben,Ben,Daddy Ben
1707,3,3,Pickle Daddy Ben,Beth,Ben!
1708,3,3,Pickle Daddy Ben,PickleDaddyBen,Okay ra
1709,3,3,Pickle Daddy Ben,Summer,Dili ba nimo mahimo nga usa ka tawo?
1710,3,3,Pickle Daddy Ben,PickleDaddyBen,Maayo nga pangutana
1711,3,3,Pickle Daddy Ben,Beth,Walay nanginahanglan bisan unsa! Okay
1712,3,3,Pickle Daddy Ben,Ben,Hoy
1713,3,3,Pickle Daddy Ben,PickleDaddyBen,Aw
1714,3,3,Pickle Daddy Ben,Beth,Igo na. Mga bata
1715,3,3,Pickle Daddy Ben,PickleDaddyBen,W-unsay imong gibuhat diha
1716,3,3,Pickle Daddy Ben,Beth,Aw
1717,3,3,Pickle Daddy Ben,PickleDaddyBen,Dili makiglalis niana.
1718,3,3,Pickle Daddy Ben,Beth,Great. Magkita ta unya.
1719,3,3,Pickle Daddy Ben,PickleDaddyBen,Hoy
1720,3,3,Pickle Daddy Ben,PickleDaddyBen,Whoa
1721,3,3,Pickle Daddy Ben,PickleDaddyBen,Whoa! Oh! Whoa
1722,3,3, Pickle Daddy Ben,PickleDaddyBen,Oh
1723,3,3,Pickle Daddy Ben,PickleDaddyBen,Okay
1724,3,3,Pickle Daddy Ben,PickleDaddyBen,So init. Ingon ani ko mamatay.
1725,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1726,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1727,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh! Oh!
1728,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1729,3,3,Pickle Daddy Ben,PickleDaddyBen,Oh
1730,3,3,Pickle Daddy Ben,PickleDaddyBen,Dali na. Mao na.
1731,3,3,Pickle Daddy Ben,PickleDaddyBen,Ari kuhaa kining lamiang brine.
1732,3,3,Pickle Daddy Ben,PickleDaddyBen,Aah! Dali! Dali
1733,3,3,Pickle Daddy Ben,PickleDaddyBen,Oo!
