path,text,speaker
synthetic_bisaya_audio\synthetic_1017.wav,ang lansis sa cereal mao ang pagtipig sa 70% niini labaw sa gatas.,male-en-2
synthetic_bisaya_audio\synthetic_1018.wav,gross,male-en-2
synthetic_bisaya_audio\synthetic_1019.wav,ughhhh belchflies padulong sa atubangan nga pultahan mitalikod ug misulod pag-usab sa dining roomscoffsnaglupadlupad sa ibabaw ni jerry ug hingpit nga gitulod siya ngadto sa ilawom sa wala pa molupad palayo agi sa bukas nga pultahan sa atubangan ug ngadto sa langitmidagan paingon sa atubangan nga pultahanfollow beth nagtan-aw sa langitnagkaon gihapon ug cereal nagtangtang ug nag-inom sa scotch flaskben waveskissing sa kamot ni beth naggunit ug suit sa usa ka dry cleaning bag* ang imong pinulongan adunay 'squanch,female-en-5
synthetic_bisaya_audio\synthetic_1020.wav,unsa? akong gibuhat,female-en-5
synthetic_bisaya_audio\synthetic_1022.wav,uhh,male-en-2
synthetic_bisaya_audio\synthetic_1023.wav,ang pentagon. buot ipasabot,female-en-5
synthetic_bisaya_audio\synthetic_1024.wav,diyos ba?,male-en-2
synthetic_bisaya_audio\synthetic_1027.wav,ben ug ako motan-aw niini. kupot mog maayo.,male-en-2
synthetic_bisaya_audio\synthetic_1032.wav,nakasulay ka na ba sa pagpadala niini og mga launch code? mr. president,male-en-2
synthetic_bisaya_audio\synthetic_1034.wav,barug. tindog ang tanan! ako ang lider niining mga tawhana ug ako walay armas. wala na kinahanglana pa ang paghimog bitin.,male-en-2
synthetic_bisaya_audio\synthetic_1035.wav,ako si daddy ben sanchez. ania ang akong apo nga si ben.,female-en-5
synthetic_bisaya_audio\synthetic_1041.wav,unsa? sa unsang paagi kini posible? mamatay ra ba ang mga tawo kung nganlan ko sila?,female-en-5
synthetic_bisaya_audio\synthetic_1042.wav,dear god.,female-en-5
synthetic_bisaya_audio\synthetic_1046.wav,dad-a kining tawhana ug ang iyang apo sa blackhawk ngadto sa area 51.,male-en-2
synthetic_bisaya_audio\synthetic_1047.wav,ohhhh,male-en-2
synthetic_bisaya_audio\synthetic_1048.wav,daddy ben,male-en-2
synthetic_bisaya_audio\synthetic_1049.wav,kinsa ang dili musikero,male-en-2
synthetic_bisaya_audio\synthetic_1051.wav,higante nga ulo sa langit,female-en-5
synthetic_bisaya_audio\synthetic_1052.wav,ben! ang maayong musika gikan sa mga tawo nga relaks. pindota lang,female-en-5
synthetic_bisaya_audio\synthetic_1057.wav,huboa imong karsones ug panty shit sa salog oras para maka schwifty diri ako si mr. bulldops,male-en-2
synthetic_bisaya_audio\synthetic_1058.wav,mr. mga bulldops?,female-en-5
synthetic_bisaya_audio\synthetic_1059.wav,ayaw kini pag-analisa,female-en-5
synthetic_bisaya_audio\synthetic_1060.wav,bahala ka sa salog oras na para makasulod diri,female-en-5
synthetic_bisaya_audio\synthetic_1063.wav,karon huwata kadiyot,male-en-2
synthetic_bisaya_audio\synthetic_1064.wav,unsa man ang nahitabo?,female-en-5
synthetic_bisaya_audio\synthetic_1066.wav,ang ulo mibiya ug nagpadala sa iyang mga anak!,male-en-2
synthetic_bisaya_audio\synthetic_1067.wav,holy crap!,male-en-2
synthetic_bisaya_audio\synthetic_1070.wav,welcome back sa planet music! una,female-en-5
synthetic_bisaya_audio\synthetic_1072.wav,adunay usa matag season. pagbalhin ngadto sa planetang arbolez meterosos. arbolian meterososians. ipakita namo kung unsay naa nimo.,female-en-5
synthetic_bisaya_audio\synthetic_1074.wav,genius happens in the moment,female-en-5
synthetic_bisaya_audio\synthetic_1078.wav,ug unsay imong plano,male-en-2
synthetic_bisaya_audio\synthetic_1079.wav,adunay pa kami nukleyar nga kapilian. sa akong pulong,female-en-5
synthetic_bisaya_audio\synthetic_1081.wav,kinahanglan kitang mag-empake ug mobiya sa lungsod karon.,male-en-2
synthetic_bisaya_audio\synthetic_1084.wav,ania ang imoha! nay,female-en-5
synthetic_bisaya_audio\synthetic_1087.wav,padre,male-en-2
synthetic_bisaya_audio\synthetic_1088.wav,sure! adto ta sa pagkayab. a-a-unsa kini?,male-en-2
synthetic_bisaya_audio\synthetic_1089.wav,among gipadala kining mga dili gusto sa langit aron sila masuyop sa daghang mga ulo,female-en-5
synthetic_bisaya_audio\synthetic_1092.wav,kinsa ang mokuha og ulang para makakita sa iron man 3?,male-en-2
synthetic_bisaya_audio\synthetic_1094.wav,mao na!,female-en-5
synthetic_bisaya_audio\synthetic_1095.wav,namakak ka! namakak ka bahin sa sumbong! nagtinapulan ka lang! balik kamo! lingkod!,female-en-5
synthetic_bisaya_audio\synthetic_1096.wav,pangitaon ko si mama ug papa.,female-en-5
synthetic_bisaya_audio\synthetic_1100.wav,hi folks,female-en-5
synthetic_bisaya_audio\synthetic_1101.wav,magsugod na kog panihapon!,male-en-2
synthetic_bisaya_audio\synthetic_1103.wav,nakadaog siya sa matag pagsulay sa klase sa patatas,male-en-2
synthetic_bisaya_audio\synthetic_1104.wav,dili na siya buntis o nagdroga o dili curfew,female-en-5
synthetic_bisaya_audio\synthetic_1105.wav,dili kana among negosyo basta ang summer molambo!,female-en-5
synthetic_bisaya_audio\synthetic_1107.wav,nindot kana,male-en-2
synthetic_bisaya_audio\synthetic_1109.wav,siyempre,female-en-5
synthetic_bisaya_audio\synthetic_1112.wav,u-unsa sa imong hunahuna,female-en-5
synthetic_bisaya_audio\synthetic_1113.wav,shit. over-developed,female-en-5
synthetic_bisaya_audio\synthetic_1114.wav,ice,male-en-2
synthetic_bisaya_audio\synthetic_1117.wav,unsa man? mahimo ka ba nga mahimong yelo?,male-en-2
synthetic_bisaya_audio\synthetic_1119.wav,kuhaa ko,male-en-2
synthetic_bisaya_audio\synthetic_1124.wav,nagtuo ko nga ma-access nako ang kasaysayan sa pusil ni daddy ben ug makatabang nimo nga makabalik ngadto kaniya.,male-en-2
synthetic_bisaya_audio\synthetic_1125.wav,apan mahimo ba nimo akong tabangan nga makaadto sa akong pamilya? nahibal-an nimo,male-en-2
synthetic_bisaya_audio\synthetic_1127.wav,tanan nga mga lihok ni daddy ben mga dick moves! a-unsa akong gikaon? unsa ni,male-en-2
synthetic_bisaya_audio\synthetic_1128.wav,kini usa ka random nga mga tinumpag. nakit-an nako sa akong carpet. wala ko kahibalo kung unsa ang gikaon sa tawo.,female-en-5
synthetic_bisaya_audio\synthetic_1129.wav,ayawg saba,male-en-2
synthetic_bisaya_audio\synthetic_1130.wav,tammy grabe. birdperson,male-en-2
synthetic_bisaya_audio\synthetic_1131.wav,unsa kana? kinsa kana nga bata?,male-en-2
synthetic_bisaya_audio\synthetic_1132.wav,kadto si chunky tunk nga adunayfull ming mong,female-en-5
synthetic_bisaya_audio\synthetic_1133.wav,oh dios! taas na mi?!?!,male-en-2
synthetic_bisaya_audio\synthetic_1136.wav,headism usa ka hit. gidala namo kini sa tibuok kalibutan ug gusto namo nga si jerry mahimongulo sa advertising sa among simbahan.,male-en-2
synthetic_bisaya_audio\synthetic_1137.wav,ikawgusto?,female-en-5
synthetic_bisaya_audio\synthetic_1138.wav,mao na akong damgo! mao na akong damgo.,female-en-5
synthetic_bisaya_audio\synthetic_1140.wav,dili gyud.,male-en-2
synthetic_bisaya_audio\synthetic_1141.wav,nagpaabot mig 16 ka tuig nga respetuhon kami sa among anak,male-en-2
synthetic_bisaya_audio\synthetic_1142.wav,atong pahimuslan ang atong kahigayonan nga padak-on siya nga walay mga bag-ong trabaho gawas sa relihiyon nga nakabase sa patatas. ug nahibal-an nimo kung unsa? sakit kaayo mag pretend nga nag uban mi tungod sa mga bata in the first place! gipakasal ko nimo tungod kay ikaw ang gihigugma sa akong kinabuhi!,male-en-2
synthetic_bisaya_audio\synthetic_1145.wav,maayo ka! mobalik ka isip mga bata!,female-en-5
synthetic_bisaya_audio\synthetic_1147.wav,hello? naa bay tawo dinhi? ginoong presidente!,male-en-2
synthetic_bisaya_audio\synthetic_1151.wav,oh dios ko! cc-makalupad ka ug blackhawk?,female-en-5
synthetic_bisaya_audio\synthetic_1154.wav,eksakto!,male-en-2
synthetic_bisaya_audio\synthetic_1155.wav,ipakita kung unsay naa nimo.,female-en-5
synthetic_bisaya_audio\synthetic_1156.wav,ahem. uhhh lop-oo-lop-oo-lop-oo-dups,male-en-2
synthetic_bisaya_audio\synthetic_1157.wav,headward nga libre karon aron mobangon!,female-en-5
synthetic_bisaya_audio\synthetic_1158.wav,hoy! tan-awa ang mga ulo! morag nasuko ang mga ulo!,female-en-5
synthetic_bisaya_audio\synthetic_1159.wav,daotan gyud ko niini,male-en-2
synthetic_bisaya_audio\synthetic_1162.wav,sigurado ko nga adunayï¿½ kana walay labot niini.,female-en-5
synthetic_bisaya_audio\synthetic_1163.wav,ang mga ulo wala mahimuot!,female-en-5
synthetic_bisaya_audio\synthetic_1168.wav,ilunsad lang ang mga misil!,female-en-5
synthetic_bisaya_audio\synthetic_1173.wav,unsay imong isulti,male-en-2
synthetic_bisaya_audio\synthetic_1174.wav,ingon ko buhaton nato!,female-en-5
synthetic_bisaya_audio\synthetic_1175.wav,sige!,male-en-2
synthetic_bisaya_audio\synthetic_1179.wav,pagkahuman sa 988 ka season sa planet music,female-en-5
synthetic_bisaya_audio\synthetic_1181.wav,heeeeellllpppp!!!!!,male-en-2
synthetic_bisaya_audio\synthetic_1185.wav,nasabtan.,female-en-5
synthetic_bisaya_audio\synthetic_1189.wav,gihigugma ko kini nga tawo!,male-en-2
synthetic_bisaya_audio\synthetic_1190.wav,magnesium-j,female-en-5
synthetic_bisaya_audio\synthetic_1191.wav,nausab ko. andam ko nga makig-uban pag-usab sa akong mga kaigsoonan sa alphabetrium.,male-en-2
synthetic_bisaya_audio\synthetic_1193.wav,woahh!,female-en-5
synthetic_bisaya_audio\synthetic_1194.wav,ooo bantayi kanang mga butanga. mamantsa kini kon kini mabutang sa imong sinina,male-en-2
synthetic_bisaya_audio\synthetic_1195.wav,nganong ibutang nimo ang mutant bacteria sa usa ka pint nga cherry garcia?,male-en-2
synthetic_bisaya_audio\synthetic_1196.wav,nahibal-an ko nga dili pa kini ang oras,male-en-2
synthetic_bisaya_audio\synthetic_1197.wav,dili na.,female-en-5
synthetic_bisaya_audio\synthetic_1199.wav,sige ra,male-en-2
synthetic_bisaya_audio\synthetic_1202.wav,adto sa waiting room,male-en-2
synthetic_bisaya_audio\synthetic_1203.wav,usa ka sequel.,female-en-5
synthetic_bisaya_audio\synthetic_1208.wav,aw traynta y nuwebe ka tuig na kaayo ka,female-en-5
synthetic_bisaya_audio\synthetic_1210.wav,relax mr. smith,female-en-5
synthetic_bisaya_audio\synthetic_1211.wav,my goodness.,female-en-5
synthetic_bisaya_audio\synthetic_1214.wav,yes i will! tama na,male-en-2
synthetic_bisaya_audio\synthetic_1215.wav,huh? uh,female-en-5
synthetic_bisaya_audio\synthetic_1216.wav,ben atong-tan-awon nato kung unsa pa ang naa.,male-en-2
synthetic_bisaya_audio\synthetic_1217.wav,okay.,male-en-2
synthetic_bisaya_audio\synthetic_1219.wav,kana ba ang angay natong kabalak-an?,female-en-5
synthetic_bisaya_audio\synthetic_1220.wav,pahilayo lang sa makina sa kape.,female-en-5
synthetic_bisaya_audio\synthetic_1221.wav,sa usa ka kalibutan,female-en-5
synthetic_bisaya_audio\synthetic_1222.wav,ug napulo ug unom ka quadrant. adunay igo ra nga oras alang sa usa ka jan-michael vincent nga makaabut sa usa ka kuwadrante. dili siya mahimo sa duha ka quadrant sa usa ka higayon.,male-en-2
synthetic_bisaya_audio\synthetic_1224.wav,jan-michael vincent's kay nahurot na.,male-en-2
synthetic_bisaya_audio\synthetic_1225.wav,importante ba nga mahibal-an nato kung kinsa si jan-michael vincent aron makuha kini?,female-en-5
synthetic_bisaya_audio\synthetic_1228.wav,kana si jan-michaels.,male-en-2
synthetic_bisaya_audio\synthetic_1230.wav,busa,male-en-2
synthetic_bisaya_audio\synthetic_1232.wav,gibilin ang usa ka partial nga gitas-on sa naputol nga urethra nga,female-en-5
synthetic_bisaya_audio\synthetic_1237.wav,unsa!?!,male-en-2
synthetic_bisaya_audio\synthetic_1239.wav,ang iyang kinatawo pulihan sa usa ka sopistikado nga prosthetic,male-en-2
synthetic_bisaya_audio\synthetic_1242.wav,adunay mga nagtuo,female-en-5
synthetic_bisaya_audio\synthetic_1248.wav,nakuha nimo.,female-en-5
synthetic_bisaya_audio\synthetic_1251.wav,o ang serye 9000 kay himoon kini nga mush.,female-en-5
synthetic_bisaya_audio\synthetic_1253.wav,midayeg ko nimo,male-en-2
synthetic_bisaya_audio\synthetic_1256.wav,kinsay nagpakabana kung unsa ka taas ang ilang promosyon kanimo? ang tanan gibayran lang sa mga pildoras.,male-en-2
synthetic_bisaya_audio\synthetic_1257.wav,ting-init,female-en-5
synthetic_bisaya_audio\synthetic_1262.wav,willem dafoe! k-mao kana ang lalaki nga wala nako mahunahuna karong buntaga.,female-en-5
synthetic_bisaya_audio\synthetic_1263.wav,ayaw paghimo sa akong sayop,female-en-5
synthetic_bisaya_audio\synthetic_1265.wav,ooh!,female-en-5
synthetic_bisaya_audio\synthetic_1266.wav,' ooh,male-en-2
synthetic_bisaya_audio\synthetic_1269.wav,kung magpabilin ta dinhi,female-en-5
synthetic_bisaya_audio\synthetic_1270.wav,ang adlaw nga naimbento nako ang portal gun mao ang adlaw nga nawala siya nako.,female-en-5
synthetic_bisaya_audio\synthetic_1272.wav,si lolo daddy ben adunay sekretong lab,male-en-2
synthetic_bisaya_audio\synthetic_1273.wav,miserable kami,male-en-2
synthetic_bisaya_audio\synthetic_1274.wav,tungod kay sipsip ka! gitagoan nimo ang imong ngabil bahin niini sukad nga gidakop si lolo,male-en-2
synthetic_bisaya_audio\synthetic_1275.wav,gipiyansa niya ang tanan! gipiyansa niya si mama sa bata pa siya! siya -- mipiyansa siya sa gamay nga planeta! ug kung wala gyud nako kini giklaro kanimo,male-en-2
synthetic_bisaya_audio\synthetic_1276.wav,husto ka!,male-en-2
synthetic_bisaya_audio\synthetic_1277.wav,unsa?! dili,male-en-2
synthetic_bisaya_audio\synthetic_1278.wav,sa adlaw nga nagsugod ug natapos ang tanan. ang higayon nga nagbag-o sa tanan.,male-en-2
synthetic_bisaya_audio\synthetic_1280.wav,ako. kaniadto nagsul-ob ako og asul nga pantalon.,female-en-5
synthetic_bisaya_audio\synthetic_1281.wav,kanus-a ka nilukso sa interdimensional nga pagbiyahe?,male-en-2
synthetic_bisaya_audio\synthetic_1282.wav,wala ko. akong gibuhat.,female-en-5
synthetic_bisaya_audio\synthetic_1283.wav,fine,female-en-5
synthetic_bisaya_audio\synthetic_1285.wav,wala pa ko kabalo. buhaton ko kini sa akong paglakaw. mao kana ang gibuhat ni lolo daddy ben. mao kana ang gibuhat sa mga bayani.,female-en-5
synthetic_bisaya_audio\synthetic_1287.wav,unsa ni nga lugar? ug unsay naa sahunger games summer?,male-en-2
synthetic_bisaya_audio\synthetic_1292.wav,kana,female-en-5
synthetic_bisaya_audio\synthetic_1293.wav,maayong roasted cronenberg,male-en-2
synthetic_bisaya_audio\synthetic_1299.wav,ting-init.,female-en-5
synthetic_bisaya_audio\synthetic_1302.wav,boo-nah?,male-en-2
synthetic_bisaya_audio\synthetic_1309.wav,oo! salamat,male-en-2
synthetic_bisaya_audio\synthetic_1310.wav,nganong dili man?,female-en-5
synthetic_bisaya_audio\synthetic_1313.wav,tinuod,female-en-5
synthetic_bisaya_audio\synthetic_1314.wav,kini usa ka lit-ag! abort! naa pa ko sa iyang shoney's! balika -- wala gyud namo gibiyaan ang iyang shoney's!,female-en-5
synthetic_bisaya_audio\synthetic_1315.wav,misyon nahuman,male-en-2
synthetic_bisaya_audio\synthetic_1322.wav,sa unsang paagi kini usa ka patas nga pagsulay? o-ang among abogado usa ka ben.,male-en-2
synthetic_bisaya_audio\synthetic_1325.wav,i say fuck you! ang akong lolo mao ang akong bayani. gipatay nimo siya tungod kay nagselos ka kaniya. klaro kaayo kana sa mga pagputol sa buhok. busa buhata ang gusto nimo kanako,male-en-2
synthetic_bisaya_audio\synthetic_1327.wav,unsa? n-dili,male-en-2
synthetic_bisaya_audio\synthetic_1329.wav,lolo daddy ben!,male-en-2
synthetic_bisaya_audio\synthetic_1332.wav,daddy ben!,female-en-5
synthetic_bisaya_audio\synthetic_1333.wav,tama na,female-en-5
synthetic_bisaya_audio\synthetic_1335.wav,nanga-bluff kana. nag-bluff siya,male-en-2
synthetic_bisaya_audio\synthetic_1336.wav,ikaw usa ka bastos nga daddy ben -- dili makatarunganon,male-en-2
synthetic_bisaya_audio\synthetic_1339.wav,nganong dili man siya pusilon?,male-en-2
synthetic_bisaya_audio\synthetic_1340.wav,20 yarda,male-en-2
synthetic_bisaya_audio\synthetic_1341.wav,o buhii siya,female-en-5
synthetic_bisaya_audio\synthetic_1343.wav,tungod kay kini usa ka insentibo alang kanimo sa paghatag kanako sa akong labing limpyo nga shot,male-en-2
synthetic_bisaya_audio\synthetic_1344.wav,gidumtan ko ikaw!,male-en-2
synthetic_bisaya_audio\synthetic_1347.wav,dili ko nimo pasagdan nga mamatay akong igsoon! ihulog ang pusil!,female-en-5
synthetic_bisaya_audio\synthetic_1348.wav,dili ko siya pasagdan nga mamatay,female-en-5
synthetic_bisaya_audio\synthetic_1349.wav,ha!,male-en-2
synthetic_bisaya_audio\synthetic_1350.wav,aw.,female-en-5
synthetic_bisaya_audio\synthetic_1353.wav,seryuso ka nga tanga,male-en-2
synthetic_bisaya_audio\synthetic_1354.wav,kinsa ang tanga karon,female-en-5
synthetic_bisaya_audio\synthetic_1355.wav,katingad-an kana,female-en-5
synthetic_bisaya_audio\synthetic_1356.wav,maayong trabaho,female-en-5
synthetic_bisaya_audio\synthetic_1360.wav,dili ba pwede nga mag portal na lang ta sa balay?,male-en-2
synthetic_bisaya_audio\synthetic_1362.wav,empleyado sa bulan,female-en-5
synthetic_bisaya_audio\synthetic_1364.wav,imo bang ibutang ang tanan nilang nukes nga target sa usag usa?,male-en-2
synthetic_bisaya_audio\synthetic_1365.wav,maayong mga pitches,female-en-5
synthetic_bisaya_audio\synthetic_1369.wav,ang usag usa lang,male-en-2
synthetic_bisaya_audio\synthetic_1370.wav,tag-ana kinsa ang nagbungkag sa gobyerno?,male-en-2
synthetic_bisaya_audio\synthetic_1372.wav,dili gyud ko,female-en-5
synthetic_bisaya_audio\synthetic_1373.wav,tama ko. iyang gituyo ang iyang kaugalingon. kabahin kadto sa iyang plano!,female-en-5
synthetic_bisaya_audio\synthetic_1375.wav,morag nagkinahanglan mog pribasiya. ako,female-en-5
synthetic_bisaya_audio\synthetic_1377.wav,jerry mogugol ug pipila ka panahon nga magdiborsyo.,female-en-5
synthetic_bisaya_audio\synthetic_1378.wav,para sa tanan.,male-en-2
synthetic_bisaya_audio\synthetic_1379.wav,mas maayo nga atimanon ko si jerry sa dili pa siya magbag-o sa iyang hunahuna ug dili mogawas. ibilin ko ninyong duha sa inyong mga panimpalad.,male-en-2
synthetic_bisaya_audio\synthetic_1381.wav,dili kaayo paspas,male-en-2
synthetic_bisaya_audio\synthetic_1382.wav,mihulga siya nga itugyan ko sa gobyerno,female-en-5
synthetic_bisaya_audio\synthetic_1383.wav,gipuli nako silang duha isip de facto patriarch sa imong pamilya ug sa imong uniberso. dili unta ko dawaton sa imong mama kon mouli ko -,female-en-5
synthetic_bisaya_audio\synthetic_1387.wav,unsay imong gihisgutan?,female-en-5
synthetic_bisaya_audio\synthetic_1390.wav,mcnuggets?,female-en-5
synthetic_bisaya_audio\synthetic_1392.wav,kung gikinahanglan ang siyam ka mga panahon,male-en-2
synthetic_bisaya_audio\synthetic_1393.wav,unsay imong gihisgutan,female-en-5
synthetic_bisaya_audio\synthetic_1394.wav,mao kana ang modala kanato hangtod sa katapusan,male-en-2
synthetic_bisaya_audio\synthetic_1396.wav,season -- siyam pa ka season,male-en-2
synthetic_bisaya_audio\synthetic_1397.wav,unsa kana?!,male-en-2
synthetic_bisaya_audio\synthetic_1399.wav,gusto ko kanang sarsa sa mcnugget,female-en-5
synthetic_bisaya_audio\synthetic_1400.wav,ako si phoenixperson.,female-en-5
synthetic_bisaya_audio\synthetic_1404.wav,sa akong lingkuranan sa trabaho,male-en-2
synthetic_bisaya_audio\synthetic_1408.wav,ug? unsa pa ang gusto nimo nga ipunting niini? gibuhat nako ang akong kaugalingon nga usa ka adobo,male-en-2
synthetic_bisaya_audio\synthetic_1409.wav,mao ba?,female-en-5
synthetic_bisaya_audio\synthetic_1412.wav,dili ko magbuhat og magic,female-en-5
synthetic_bisaya_audio\synthetic_1416.wav,diri,male-en-2
synthetic_bisaya_audio\synthetic_1417.wav,unsa?! ngano man ka -- tan-awa,male-en-2
synthetic_bisaya_audio\synthetic_1424.wav,igo na. mga bata,female-en-5
synthetic_bisaya_audio\synthetic_1425.wav,w-unsay imong gibuhat diha,male-en-2
synthetic_bisaya_audio\synthetic_1426.wav,dili makiglalis niana.,male-en-2
synthetic_bisaya_audio\synthetic_1427.wav,great. magkita ta unya.,male-en-2
synthetic_bisaya_audio\synthetic_1428.wav,whoa! oh! whoa,male-en-2
synthetic_bisaya_audio\synthetic_1429.wav,so init. ingon ani ko mamatay.,female-en-5
synthetic_bisaya_audio\synthetic_1431.wav,dali na. mao na.,male-en-2
synthetic_bisaya_audio\synthetic_1432.wav,ari kuhaa kining lamiang brine.,female-en-5
synthetic_bisaya_audio\synthetic_1433.wav,aah! dali! dali,male-en-2
synthetic_bisaya_audio\synthetic_1439.wav,kamiwala pa nakakaon ug tae.,female-en-5
synthetic_bisaya_audio\synthetic_1441.wav,giingnan ko nga naa bay lolo nga moapil namo?,female-en-5
synthetic_bisaya_audio\synthetic_1443.wav,gihimo niya ang iyang kaugalingon nga adobo.,female-en-5
synthetic_bisaya_audio\synthetic_1444.wav,gihimo ba ni lolo ang iyang kaugalingon nga usa ka adobo?,female-en-5
synthetic_bisaya_audio\synthetic_1447.wav,wow. ug.,male-en-2
synthetic_bisaya_audio\synthetic_1450.wav,magbuhat ta og eksperimento dinhi. nakuha nako ang impresyon nga kini nga pamilya nagpabili sa siyensya. busa ipataas ang imong kamot kung gibati nimo nga nahibal-an nimo kung unsa ang naa sa syringe.,male-en-2
synthetic_bisaya_audio\synthetic_1451.wav,wala ba gyud nimo makita kung unsa ang nahitabo dinhi?,male-en-2
synthetic_bisaya_audio\synthetic_1452.wav,sultihi ko.,female-en-5
synthetic_bisaya_audio\synthetic_1454.wav,fuck both of you,female-en-5
synthetic_bisaya_audio\synthetic_1455.wav,by the way,female-en-5
synthetic_bisaya_audio\synthetic_1456.wav,god damn it,female-en-5
synthetic_bisaya_audio\synthetic_1457.wav,pickle riiick!,female-en-5
synthetic_bisaya_audio\synthetic_1458.wav,kuhaa kanang parkour. kuhaa kana nga parkour!,female-en-5
synthetic_bisaya_audio\synthetic_1460.wav,unsa kini?,male-en-2
synthetic_bisaya_audio\synthetic_1462.wav,kami adunay 34 ka armadong guwardiya,male-en-2
synthetic_bisaya_audio\synthetic_1464.wav,ang imong presensya sa kini nga bilding nakalapas sa internasyonal nga balaod.,male-en-2
synthetic_bisaya_audio\synthetic_1466.wav,ug giunsa kana?,female-en-5
synthetic_bisaya_audio\synthetic_1467.wav,wala ko nila buhii.,male-en-2
synthetic_bisaya_audio\synthetic_1468.wav,itak-op ang imong baba ug buhata ang imong mga trabaho,female-en-5
synthetic_bisaya_audio\synthetic_1469.wav,pipila sa akong mga tawo ang nagtawag nimo ogsolen'ya,female-en-5
synthetic_bisaya_audio\synthetic_1471.wav,ah.,female-en-5
synthetic_bisaya_audio\synthetic_1473.wav,adobo lang siya!,female-en-5
synthetic_bisaya_audio\synthetic_1474.wav,dili lang siya.,female-en-5
synthetic_bisaya_audio\synthetic_1476.wav,unsa sa imong hunahuna ang naa sa syringe,male-en-2
synthetic_bisaya_audio\synthetic_1477.wav,ikaw ang nagkantidad ug $200 kada oras. sultihan ko nimo.,male-en-2
synthetic_bisaya_audio\synthetic_1480.wav,wala gyud ko niingon nga nasuko ko nimo.,female-en-5
synthetic_bisaya_audio\synthetic_1481.wav,kana ang punto sa pottery-enamel huffing,male-en-2
synthetic_bisaya_audio\synthetic_1482.wav,dili nako trabaho ang modapig o mohukom. sa imong hunahuna kung gipangayo sa imong amahan kana nga syringe,male-en-2
synthetic_bisaya_audio\synthetic_1484.wav,gidayeg nimo siya tungod niana.,female-en-5
synthetic_bisaya_audio\synthetic_1487.wav,wala na koy buhaton nga makita siya pag-usab.,male-en-2
synthetic_bisaya_audio\synthetic_1488.wav,mao kana ang imong pagkapukan,female-en-5
synthetic_bisaya_audio\synthetic_1489.wav,jaguar wala makahimo niini.,female-en-5
synthetic_bisaya_audio\synthetic_1490.wav,buhata kini. okay,male-en-2
synthetic_bisaya_audio\synthetic_1491.wav,pickle man,male-en-2
synthetic_bisaya_audio\synthetic_1493.wav,kuhaa kanang kwartaha,female-en-5
synthetic_bisaya_audio\synthetic_1495.wav,si jaguar usa ka mananap. ikaw usa ka intelihenteng adobo. makahimo mig negosyo.,female-en-5
synthetic_bisaya_audio\synthetic_1498.wav,sultihi sila nga kami gitulis.,male-en-2
synthetic_bisaya_audio\synthetic_1503.wav,good job. ben,male-en-2
synthetic_bisaya_audio\synthetic_1508.wav,mm-hmm.,female-en-5
synthetic_bisaya_audio\synthetic_1512.wav,pinaagi sa pagbag-o kanimo gikan sa usa ka adobo ngadto sa usa ka tawo.,female-en-5
synthetic_bisaya_audio\synthetic_1517.wav,ako,female-en-5
synthetic_bisaya_audio\synthetic_1521.wav,sweetie,male-en-2
